author_set,source_type,condition,feature,chunk_size,author,cohort,sample_id,book_id,prompt_source_book,run_id,predicted_author,correct
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk6,gutenberg_texts/161.txt,,,charles_dickens,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk7,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk8,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk9,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk10,gutenberg_texts/161.txt,,,charles_dickens,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk11,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk12,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk13,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk14,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk15,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk16,gutenberg_texts/161.txt,,,mary_shelley,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk17,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk18,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/161.txt#chunk19,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk1,gutenberg_texts/1342.txt,,,charles_dickens,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk2,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk3,gutenberg_texts/1342.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk4,gutenberg_texts/1342.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk5,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk6,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk7,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk8,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk9,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk10,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk11,gutenberg_texts/1342.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk12,gutenberg_texts/1342.txt,,,mary_shelley,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk13,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk14,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk15,gutenberg_texts/1342.txt,,,mary_shelley,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk16,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk17,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk18,gutenberg_texts/1342.txt,,,mary_shelley,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk19,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk20,gutenberg_texts/1342.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,jane_austen,existing,gutenberg_texts/1342.txt#chunk21,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk1,full_books/herbert_george_wells_full.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk2,full_books/herbert_george_wells_full.txt,,,oscar_wilde,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk3,full_books/herbert_george_wells_full.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk4,full_books/herbert_george_wells_full.txt,,,robert_sidney_bowen,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk5,full_books/herbert_george_wells_full.txt,,,robert_sidney_bowen,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk6,full_books/herbert_george_wells_full.txt,,,ethel_m_dell,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk7,full_books/herbert_george_wells_full.txt,,,agnes_may_fleming,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk8,full_books/herbert_george_wells_full.txt,,,herbert_george_wells,1
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk9,full_books/herbert_george_wells_full.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,1000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk10,full_books/herbert_george_wells_full.txt,,,ethel_m_dell,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/35.txt#chunk1,gutenberg_texts/35.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/35.txt#chunk2,gutenberg_texts/35.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/35.txt#chunk3,gutenberg_texts/35.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/35.txt#chunk4,gutenberg_texts/35.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk1,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk2,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk3,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk4,gutenberg_texts/36.txt,,,oscar_wilde,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk5,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk6,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk7,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk8,gutenberg_texts/36.txt,,,herbert_george_wells,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk1,full_books/agnes_may_fleming_full.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk2,full_books/agnes_may_fleming_full.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk3,full_books/agnes_may_fleming_full.txt,,,susan_warner,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk4,full_books/agnes_may_fleming_full.txt,,,john_c_hutcheson,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk5,full_books/agnes_may_fleming_full.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk6,full_books/agnes_may_fleming_full.txt,,,charles_dickens,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk7,full_books/agnes_may_fleming_full.txt,,,charles_dickens,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk8,full_books/agnes_may_fleming_full.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk9,full_books/agnes_may_fleming_full.txt,,,john_c_hutcheson,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk10,full_books/agnes_may_fleming_full.txt,,,john_c_hutcheson,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk11,full_books/agnes_may_fleming_full.txt,,,john_c_hutcheson,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk12,full_books/agnes_may_fleming_full.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk13,full_books/agnes_may_fleming_full.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk14,full_books/agnes_may_fleming_full.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk15,full_books/agnes_may_fleming_full.txt,,,john_c_hutcheson,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk16,full_books/agnes_may_fleming_full.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk17,full_books/agnes_may_fleming_full.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk18,full_books/agnes_may_fleming_full.txt,,,john_c_hutcheson,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk1,gutenberg_texts/7063.txt,,,jane_austen,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk2,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk3,gutenberg_texts/7063.txt,,,herbert_george_wells,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk4,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk5,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk6,gutenberg_texts/7063.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk7,gutenberg_texts/7063.txt,,,herbert_george_wells,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk8,gutenberg_texts/7063.txt,,,oscar_wilde,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk9,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk10,gutenberg_texts/7063.txt,,,herbert_george_wells,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk11,gutenberg_texts/7063.txt,,,charles_dickens,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk12,gutenberg_texts/7063.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk13,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk14,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk15,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk16,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk17,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk18,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk19,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk20,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk21,gutenberg_texts/7063.txt,,,mark_twain,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk22,gutenberg_texts/7063.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk23,gutenberg_texts/7063.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk24,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk25,gutenberg_texts/7063.txt,,,joseph_conrad,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk26,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk27,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk28,gutenberg_texts/7063.txt,,,herbert_george_wells,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk29,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk30,gutenberg_texts/7063.txt,,,charles_dickens,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk31,gutenberg_texts/7063.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk1,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk2,gutenberg_texts/15317.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk3,gutenberg_texts/15317.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk4,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk5,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk6,gutenberg_texts/15317.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk7,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk8,gutenberg_texts/15317.txt,,,robert_sidney_bowen,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk9,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk10,gutenberg_texts/15317.txt,,,ethel_m_dell,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk11,gutenberg_texts/15317.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk12,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk13,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk14,gutenberg_texts/15317.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk15,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk16,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk17,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,1000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk18,gutenberg_texts/15317.txt,,,ethel_m_dell,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/46.txt#chunk1,gutenberg_texts/46.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/46.txt#chunk2,gutenberg_texts/46.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/46.txt#chunk3,gutenberg_texts/46.txt,,,mark_twain,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/46.txt#chunk4,gutenberg_texts/46.txt,,,john_c_hutcheson,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/46.txt#chunk5,gutenberg_texts/46.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/46.txt#chunk6,gutenberg_texts/46.txt,,,agnes_may_fleming,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk1,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk2,gutenberg_texts/98.txt,,,jane_austen,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk3,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk4,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk5,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk6,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk7,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk8,gutenberg_texts/98.txt,,,jane_austen,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk9,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk10,gutenberg_texts/98.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk11,gutenberg_texts/98.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk12,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk13,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk14,gutenberg_texts/98.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk15,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk16,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk17,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk18,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk19,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk20,gutenberg_texts/98.txt,,,jane_austen,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk21,gutenberg_texts/98.txt,,,jane_austen,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk22,gutenberg_texts/98.txt,,,louis_joseph_vance,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk23,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk24,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk25,gutenberg_texts/98.txt,,,herbert_george_wells,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk26,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk27,gutenberg_texts/98.txt,,,agnes_may_fleming,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/98.txt#chunk28,gutenberg_texts/98.txt,,,kathleen_thompson_norris,0
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk1,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk2,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,1000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk3,gutenberg_texts/1400.txt,,,charles_dickens,1
