rival_mode,window_policy,budget_n,draw,role,design,author,held_out,books,n_marks,long_start,half_start,short_start
symmetric,random,500,0,target,one_book,ethel_m_dell,gutenberg_texts/13547.txt,gutenberg_texts/12360.txt,1000,4545,4545,3557
symmetric,random,500,0,target,two_books,ethel_m_dell,gutenberg_texts/13547.txt,gutenberg_texts/12360.txt;gutenberg_texts/13960.txt,1000,4545,4545,3557
symmetric,random,500,0,target,one_book,ethel_m_dell,gutenberg_texts/13547.txt,gutenberg_texts/13960.txt,1000,18404,18404,296
symmetric,random,500,0,target,two_books,ethel_m_dell,gutenberg_texts/13547.txt,gutenberg_texts/13960.txt;gutenberg_texts/12360.txt,1000,18404,18404,296
symmetric,random,500,0,target,one_book,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31589.txt,1000,3529,3529,6009
symmetric,random,500,0,target,two_books,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31589.txt;gutenberg_texts/32059.txt,1000,3529,3529,6009
symmetric,random,500,0,target,one_book,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/32059.txt,1000,3172,3172,3211
symmetric,random,500,0,target,two_books,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/32059.txt;gutenberg_texts/31589.txt,1000,3172,3172,3211
symmetric,random,500,0,target,one_book,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31581.txt,1000,2022,2022,6344
symmetric,random,500,0,target,two_books,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31581.txt;gutenberg_texts/32059.txt,1000,2022,2022,6344
symmetric,random,500,0,target,one_book,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/32059.txt,1000,5687,5687,1418
symmetric,random,500,0,target,two_books,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/32059.txt;gutenberg_texts/31581.txt,1000,5687,5687,1418
symmetric,random,500,0,target,one_book,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31581.txt,1000,3662,3662,2940
symmetric,random,500,0,target,two_books,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31581.txt;gutenberg_texts/31589.txt,1000,3662,3662,2940
symmetric,random,500,0,target,one_book,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31589.txt,1000,5774,5774,8044
symmetric,random,500,0,target,two_books,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31589.txt;gutenberg_texts/31581.txt,1000,5774,5774,8044
symmetric,random,500,0,target,one_book,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/35.txt,1000,3781,3781,924
symmetric,random,500,0,target,two_books,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/35.txt;gutenberg_texts/36.txt,1000,3781,3781,924
symmetric,random,500,0,target,one_book,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/36.txt,1000,5749,5749,1491
symmetric,random,500,0,target,two_books,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/36.txt;gutenberg_texts/35.txt,1000,5749,5749,1491
symmetric,random,500,0,target,one_book,herbert_george_wells,gutenberg_texts/35.txt,full_books/herbert_george_wells_full.txt,1000,516,516,8062
symmetric,random,500,0,target,two_books,herbert_george_wells,gutenberg_texts/35.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/36.txt,1000,516,516,8062
symmetric,random,500,0,target,one_book,herbert_george_wells,gutenberg_texts/35.txt,gutenberg_texts/36.txt,1000,1265,1265,5781
symmetric,random,500,0,target,two_books,herbert_george_wells,gutenberg_texts/35.txt,gutenberg_texts/36.txt;full_books/herbert_george_wells_full.txt,1000,1265,1265,5781
symmetric,random,500,0,target,one_book,herbert_george_wells,gutenberg_texts/36.txt,full_books/herbert_george_wells_full.txt,1000,7612,7612,849
symmetric,random,500,0,target,two_books,herbert_george_wells,gutenberg_texts/36.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/35.txt,1000,7612,7612,849
symmetric,random,500,0,target,one_book,herbert_george_wells,gutenberg_texts/36.txt,gutenberg_texts/35.txt,1000,587,587,6698
symmetric,random,500,0,target,two_books,herbert_george_wells,gutenberg_texts/36.txt,gutenberg_texts/35.txt;full_books/herbert_george_wells_full.txt,1000,587,587,6698
symmetric,random,500,0,target,one_book,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/161.txt,1000,8704,8704,2976
symmetric,random,500,0,target,two_books,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/161.txt;gutenberg_texts/1342.txt,1000,8704,8704,2976
symmetric,random,500,0,target,one_book,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/1342.txt,1000,13905,13905,5192
symmetric,random,500,0,target,two_books,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/1342.txt;gutenberg_texts/161.txt,1000,13905,13905,5192
symmetric,random,500,0,target,one_book,jane_austen,gutenberg_texts/161.txt,full_books/jane_austen_full.txt,1000,8296,8296,17078
symmetric,random,500,0,target,two_books,jane_austen,gutenberg_texts/161.txt,full_books/jane_austen_full.txt;gutenberg_texts/1342.txt,1000,8296,8296,17078
symmetric,random,500,0,target,one_book,jane_austen,gutenberg_texts/161.txt,gutenberg_texts/1342.txt,1000,2065,2065,19701
symmetric,random,500,0,target,two_books,jane_austen,gutenberg_texts/161.txt,gutenberg_texts/1342.txt;full_books/jane_austen_full.txt,1000,2065,2065,19701
symmetric,random,500,0,target,one_book,jane_austen,gutenberg_texts/1342.txt,full_books/jane_austen_full.txt,1000,3241,3241,11218
symmetric,random,500,0,target,two_books,jane_austen,gutenberg_texts/1342.txt,full_books/jane_austen_full.txt;gutenberg_texts/161.txt,1000,3241,3241,11218
symmetric,random,500,0,target,one_book,jane_austen,gutenberg_texts/1342.txt,gutenberg_texts/161.txt,1000,17506,17506,3671
symmetric,random,500,0,target,two_books,jane_austen,gutenberg_texts/1342.txt,gutenberg_texts/161.txt;full_books/jane_austen_full.txt,1000,17506,17506,3671
symmetric,random,500,0,target,one_book,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/24267.txt,1000,11386,11386,4201
symmetric,random,500,0,target,two_books,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/24267.txt;gutenberg_texts/21108.txt,1000,11386,11386,4201
symmetric,random,500,0,target,one_book,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21108.txt,1000,9360,9360,6723
symmetric,random,500,0,target,two_books,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21108.txt;gutenberg_texts/24267.txt,1000,9360,9360,6723
symmetric,random,500,0,target,one_book,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21107.txt,1000,9358,9358,17607
symmetric,random,500,0,target,two_books,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21107.txt;gutenberg_texts/21108.txt,1000,9358,9358,17607
symmetric,random,500,0,target,one_book,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21108.txt,1000,8219,8219,3420
symmetric,random,500,0,target,two_books,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21108.txt;gutenberg_texts/21107.txt,1000,8219,8219,3420
symmetric,random,500,0,target,one_book,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21107.txt,1000,1330,1330,979
symmetric,random,500,0,target,two_books,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21107.txt;gutenberg_texts/24267.txt,1000,1330,1330,979
symmetric,random,500,0,target,one_book,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/24267.txt,1000,13010,13010,9749
symmetric,random,500,0,target,two_books,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/24267.txt;gutenberg_texts/21107.txt,1000,13010,13010,9749
symmetric,random,500,0,target,one_book,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/5658.txt,1000,10204,10204,6332
symmetric,random,500,0,target,two_books,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/5658.txt;gutenberg_texts/2021.txt,1000,10204,10204,6332
symmetric,random,500,0,target,one_book,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/2021.txt,1000,9619,9619,18359
symmetric,random,500,0,target,two_books,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/2021.txt;gutenberg_texts/5658.txt,1000,9619,9619,18359
symmetric,random,500,0,target,one_book,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/219.txt,1000,2625,2625,19672
symmetric,random,500,0,target,two_books,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/219.txt;gutenberg_texts/2021.txt,1000,2625,2625,19672
symmetric,random,500,0,target,one_book,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/2021.txt,1000,15086,15086,743
symmetric,random,500,0,target,two_books,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/2021.txt;gutenberg_texts/219.txt,1000,15086,15086,743
symmetric,random,500,0,target,one_book,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/219.txt,1000,4481,4481,573
symmetric,random,500,0,target,two_books,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/219.txt;gutenberg_texts/5658.txt,1000,4481,4481,573
symmetric,random,500,0,target,one_book,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/5658.txt,1000,14527,14527,63
symmetric,random,500,0,target,two_books,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/5658.txt;gutenberg_texts/219.txt,1000,14527,14527,63
symmetric,random,500,0,target,one_book,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/4787.txt,1000,3693,3693,13908
symmetric,random,500,0,target,two_books,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/4787.txt;gutenberg_texts/28301.txt,1000,3693,3693,13908
symmetric,random,500,0,target,one_book,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/28301.txt,1000,5158,5158,4145
symmetric,random,500,0,target,two_books,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/28301.txt;gutenberg_texts/4787.txt,1000,5158,5158,4145
symmetric,random,500,0,target,one_book,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/3635.txt,1000,4631,4631,2364
symmetric,random,500,0,target,two_books,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/3635.txt;gutenberg_texts/28301.txt,1000,4631,4631,2364
symmetric,random,500,0,target,one_book,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/28301.txt,1000,5567,5567,2816
symmetric,random,500,0,target,two_books,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/28301.txt;gutenberg_texts/3635.txt,1000,5567,5567,2816
symmetric,random,500,0,target,one_book,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/3635.txt,1000,4502,4502,9287
symmetric,random,500,0,target,two_books,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/3635.txt;gutenberg_texts/4787.txt,1000,4502,4502,9287
symmetric,random,500,0,target,one_book,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/4787.txt,1000,11432,11432,1162
symmetric,random,500,0,target,two_books,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/4787.txt;gutenberg_texts/3635.txt,1000,11432,11432,1162
symmetric,random,500,0,target,one_book,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9378.txt,1000,10870,10870,15823
symmetric,random,500,0,target,two_books,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9378.txt;gutenberg_texts/9779.txt,1000,10870,10870,15823
symmetric,random,500,0,target,one_book,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9779.txt,1000,6893,6893,721
symmetric,random,500,0,target,two_books,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9779.txt;gutenberg_texts/9378.txt,1000,6893,6893,721
symmetric,random,500,0,target,one_book,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/8741.txt,1000,398,398,11019
symmetric,random,500,0,target,two_books,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/8741.txt;gutenberg_texts/9779.txt,1000,398,398,11019
symmetric,random,500,0,target,one_book,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/9779.txt,1000,9681,9681,9677
